0;Cám Ơn Vì Đã Tải Ứng Dụng;0 Câu
1;Đề Tuyển Sinh Vào 10 HN Số 001 (2019 - 2020) ;40 Câu ( 60 Phút )
2;Đề thi minh họa môn sử 2019 vào 10 Hà Nội;40 Câu ( 60 Phút )
3;Đề Tuyển Sinh Vào 10 HN Số 006 (2021 - 2022);30 Câu ( 45 Phút )
4;Đề Tuyển Sinh Vào 10 HN Số 002 (2021 - 2022);30 Câu ( 45 Phút )
5;Đề Tuyển Sinh Vào 10 HN Số 1 (2021 - 2022);40 Câu ( 60 Phút )
6;Đề Tuyển Sinh Vào 10 HN Số 002 (2019 - 2020);40 Câu ( 60 Phút )
